17374	[0, 1301, 118, 33852, 28653, 3921, 20155, 13, 16121, 15445, 345, 32, 10, 650, 346, 9, 25466, 8, 2715, 17954, 6, 217, 5, 496, 1674, 13, 5, 17639, 9, 3345, 36, 4896, 4947, 625, 726, 12, 725, 677, 757, 4839, 25606, 20, 5654, 338, 6481, 36, 10019, 5654, 338, 1543, 31311, 479, 5, 211, 6498, 1643, 36, 10019, 5977, 2957, 1512, 4839, 8, 5, 2374, 211, 4324, 36, 2060, 6588, 5104, 121, 3916, 726, 12, 32361, 5416, 32801, 479, 20, 7780, 2715, 1332, 36, 6916, 20623, 337, 4839, 25606, 8, 10, 739, 1280, 9, 28893, 2156, 818, 457, 5, 3597, 36, 144, 2736, 4844, 31, 15014, 632, 2665, 4839, 11, 5, 16121, 4583, 4, 2]	[42, 43, 44]	[16]	12
17374	[0, 3609, 102, 1459, 1643, 3921, 20155, 286, 496, 7713, 89, 58, 10, 1307, 346, 9, 25466, 8, 9954, 1134, 6, 13953, 5, 22110, 7204, 9, 5, 1806, 9, 16121, 36, 9249, 4947, 1210, 1076, 12, 725, 677, 757, 4839, 25606, 5, 5654, 338, 6481, 36, 12153, 5654, 338, 19612, 4839, 25606, 5, 211, 6498, 11753, 36, 12153, 344, 3707, 118, 4839, 25606, 7780, 496, 211, 6498, 36, 2060, 41757, 462, 121, 3916, 1076, 12, 32361, 5416, 4839, 25606, 627, 7780, 496, 1643, 36, 6916, 20623, 4715, 4839, 25606, 8, 10, 739, 346, 9, 28893, 11, 59, 457, 42, 247, 6, 54, 58, 3434, 36, 1337, 7289, 1134, 4839, 11, 209, 632, 1727, 4, 2]	[42, 43, 44]	[16]	12
17374	[0, 3609, 102, 1459, 6035, 3921, 20155, 11, 7780, 15445, 1216, 3594, 10, 739, 6529, 227, 25466, 8, 9954, 17954, 6, 217, 5, 2124, 1080, 9, 5, 25466, 9, 3345, 36, 30901, 24256, 1210, 1076, 12, 725, 677, 757, 4839, 25606, 5, 5654, 338, 6481, 36, 5, 5654, 338, 1643, 4839, 25606, 5, 211, 6498, 7204, 36, 4110, 5977, 2001, 1512, 4839, 25606, 41, 6911, 211, 6498, 36, 2060, 6588, 17, 27, 5104, 1076, 12, 32361, 6182, 4839, 25606, 41, 2715, 496, 1080, 36, 12153, 248, 10810, 4839, 25606, 8, 10, 739, 346, 9, 28893, 14096, 818, 457, 9, 2261, 6, 54, 32, 2736, 30, 49, 937, 285, 29, 148, 5, 7780, 729, 4, 2]	[42, 43, 44]	[16]	12
17374	[0, 3609, 102, 1459, 6035, 3921, 20155, 13, 3345, 7713, 2156, 19, 10, 739, 346, 9, 25466, 8, 3458, 22484, 6, 217, 5, 2124, 1080, 13, 2715, 9307, 11, 3345, 36, 9249, 1222, 1210, 1076, 12, 725, 677, 757, 4839, 25606, 5, 5654, 338, 6481, 36, 5, 5654, 338, 1643, 4839, 25606, 5, 211, 6498, 1080, 36, 6728, 525, 7669, 1512, 4839, 131, 20, 7780, 211, 6498, 36, 2060, 808, 18778, 121, 3916, 1076, 12, 30907, 12451, 4839, 25606, 5, 7780, 1557, 1643, 41006, 12153, 248, 22517, 4839, 47162, 8, 10, 739, 346, 9, 20673, 14096, 818, 457, 5, 3597, 8, 54, 32, 6051, 36, 49, 400, 32443, 4839, 11, 5, 7780, 729, 4, 2]	[42, 43, 44]	[16]	12
17374	[0, 3609, 102, 1459, 9527, 3921, 20155, 96, 7780, 15445, 152, 1171, 182, 739, 1530, 9, 25466, 8, 15014, 1799, 2156, 101, 5, 2124, 1080, 13, 2715, 4702, 13, 3345, 36, 10019, 4947, 1210, 1076, 12, 725, 625, 853, 4839, 25606, 20, 5654, 338, 6481, 36, 726, 10738, 338, 1643, 4839, 25606, 5, 211, 2095, 1080, 36, 726, 525, 2001, 271, 43, 25606, 20, 2715, 211, 6498, 36, 2060, 118, 17, 27, 808, 1076, 12, 250, 3916, 4839, 25606, 133, 7780, 1557, 11753, 36, 726, 234, 2126, 4839, 25606, 8, 182, 739, 1530, 9, 28893, 11, 59, 457, 5, 1799, 36, 8155, 32, 1406, 11, 144, 632, 1727, 238, 217, 7780, 1939, 1727, 35, 2]	[42, 43, 44]	[16]	12
17374	[0, 3609, 102, 1459, 9527, 3921, 20155, 286, 496, 15445, 89, 32, 83, 1233, 346, 9, 25466, 8, 25454, 1799, 2156, 217, 5, 2124, 11753, 13, 5, 17639, 9, 14695, 36, 9249, 4947, 1210, 1076, 12, 725, 677, 757, 4839, 25606, 20, 5654, 338, 6481, 36, 5, 5654, 338, 1643, 4839, 25606, 5, 211, 2095, 1643, 36, 12153, 344, 2001, 1069, 4839, 25606, 20, 25466, 305, 6498, 36, 121, 5471, 895, 1717, 5471, 1076, 12, 250, 3916, 4839, 25606, 5, 7780, 496, 1643, 36, 20442, 20623, 10810, 4839, 25606, 8, 10, 6143, 346, 9, 28893, 8, 59, 457, 5, 2261, 36, 8155, 680, 6299, 11, 171, 400, 1727, 43, 13, 5, 632, 729, 35, 2]	[42, 43, 44]	[16]	12
17374	[0, 3609, 102, 1459, 9527, 3921, 20155, 286, 496, 15445, 152, 889, 1171, 10, 346, 9, 25466, 8, 25454, 1799, 2156, 217, 5, 22110, 11753, 286, 2715, 19573, 11, 3345, 36, 12153, 24256, 5841, 726, 12, 387, 2401, 118, 4839, 25606, 5, 5654, 338, 6481, 36, 20, 5654, 338, 815, 4839, 25606, 5, 211, 6498, 11753, 36, 12153, 344, 2001, 271, 4839, 25606, 7780, 496, 344, 37226, 36, 384, 2089, 102, 121, 5471, 726, 12, 32361, 5416, 4839, 25606, 5, 3345, 14695, 1643, 36, 12153, 25391, 625, 4839, 25606, 8, 10, 739, 346, 9, 28893, 36, 59, 31, 42, 889, 6, 53, 217, 103, 31, 430, 559, 1799, 43, 13, 5, 220, 1727, 479, 2]	[42, 43, 44]	[16]	12
17374	[0, 3609, 102, 1459, 28653, 3921, 20155, 13, 7780, 15445, 970, 32, 10, 739, 346, 9, 25466, 73, 19952, 1799, 2156, 217, 4832, 133, 11753, 13, 2715, 35342, 11, 3345, 36, 11552, 4947, 1210, 1076, 12, 725, 2401, 260, 4839, 25606, 627, 5654, 338, 6481, 36, 20, 5654, 338, 11753, 4839, 25606, 20, 211, 6498, 11753, 36, 12153, 344, 2001, 853, 4839, 25606, 20, 496, 211, 6498, 36, 121, 3916, 48327, 384, 2089, 1076, 12, 17488, 6841, 4839, 25606, 20, 2715, 44506, 1643, 36, 23470, 20623, 10810, 4839, 25606, 178, 5, 1154, 333, 4832, 28893, 2156, 823, 11781, 42, 333, 36, 51, 32, 7353, 11, 144, 400, 1727, 8, 148, 103, 632, 4583, 4839, 2]	[42, 43, 44]	[16]	12
17374	[0, 3609, 102, 1459, 28653, 3921, 20155, 286, 7780, 15445, 345, 58, 10, 1307, 346, 9, 25466, 8, 15014, 1799, 6, 217, 5, 2124, 1080, 9, 15014, 6299, 11, 3345, 36, 9249, 4947, 1210, 1076, 12, 725, 677, 757, 4839, 25606, 5, 5654, 338, 6481, 36, 5, 5654, 338, 1080, 4839, 131, 5, 211, 6498, 6481, 36, 10019, 9982, 2001, 271, 4839, 131, 41, 6911, 211, 6498, 36, 2060, 6588, 5104, 121, 5471, 1076, 12, 32361, 2478, 4839, 131, 5, 7780, 496, 1148, 36, 6916, 234, 22805, 4839, 25606, 8, 10, 372, 346, 9, 28893, 14096, 198, 457, 5, 2261, 36, 8155, 58, 1406, 11, 49, 7289, 1822, 4839, 11, 209, 80, 1799, 4, 2]	[42, 43, 44]	[16]	12
17374	[0, 3609, 102, 10810, 9527, 3921, 20155, 13, 496, 15445, 2156, 8200, 10, 739, 346, 9, 25466, 8, 9954, 2261, 2156, 31, 5, 2124, 1463, 13, 5, 17639, 9, 3345, 36, 11878, 24256, 5841, 726, 12, 725, 677, 757, 4839, 25606, 5, 5654, 338, 6481, 36, 10019, 5654, 338, 18897, 4839, 25606, 5, 211, 6498, 1643, 36, 12153, 525, 873, 4001, 4839, 25606, 496, 661, 211, 6498, 36, 13112, 417, 18897, 121, 3916, 726, 12, 20689, 36424, 4839, 25606, 5, 2715, 496, 1148, 36, 10019, 10319, 10810, 4839, 25606, 8, 10, 1307, 346, 9, 28893, 2156, 818, 442, 5, 889, 2156, 8155, 58, 1800, 11, 484, 400, 1727, 8, 11, 103, 2174, 1727, 4, 2]	[42, 43, 44]	[16]	12
